Price,Close,Volume
Ticker,GPOR,GPOR
Date,,
2021-05-18,72.94999694824219,4700
2021-05-19,68.01000213623047,100900
2021-05-20,66.05000305175781,48000
2021-05-21,63.59000015258789,54500
2021-05-24,63.0,32300
2021-05-25,61.79999923706055,12700
2021-05-26,61.209999084472656,11400
2021-05-27,62.22999954223633,18700
2021-05-28,62.5,4700
2021-06-01,63.529998779296875,109600
2021-06-02,63.5,17600
2021-06-03,63.599998474121094,65100
2021-06-04,63.54999923706055,41100
2021-06-07,62.16999816894531,31100
2021-06-08,61.790000915527344,108400
2021-06-09,62.970001220703125,41200
2021-06-10,63.599998474121094,39600
2021-06-11,65.75,95500
2021-06-14,65.7300033569336,15800
2021-06-15,66.69999694824219,204200
2021-06-16,65.0999984741211,20600
2021-06-17,64.2699966430664,3200
2021-06-18,62.81999969482422,17600
2021-06-21,64.0,51700
2021-06-22,64.19000244140625,15900
2021-06-23,64.4800033569336,33600
2021-06-24,64.61000061035156,20500
2021-06-25,64.75,27700
2021-06-28,62.52000045776367,26500
2021-06-29,62.59000015258789,27600
2021-06-30,64.69999694824219,48500
2021-07-01,65.81999969482422,41800
2021-07-02,64.48999786376953,17700
2021-07-06,63.09000015258789,8100
2021-07-07,63.86000061035156,19300
2021-07-08,65.30000305175781,12100
2021-07-09,66.30999755859375,55700
2021-07-12,68.79000091552734,35200
2021-07-13,69.33000183105469,36000
2021-07-14,68.5,33500
2021-07-15,68.23999786376953,43600
2021-07-16,67.69999694824219,26800
2021-07-19,63.02000045776367,18600
2021-07-20,61.619998931884766,142500
2021-07-21,65.75,17300
2021-07-22,65.63999938964844,11400
2021-07-23,65.0,28100
2021-07-26,67.48999786376953,57800
2021-07-27,66.87999725341797,29900
2021-07-28,66.87999725341797,14600
2021-07-29,68.70999908447266,25000
2021-07-30,68.30000305175781,11500
2021-08-02,68.18000030517578,36400
2021-08-03,70.76000213623047,33100
2021-08-04,69.36000061035156,144400
2021-08-05,69.4000015258789,71400
2021-08-06,68.55000305175781,25900
2021-08-09,66.76000213623047,47600
2021-08-10,67.25,31500
2021-08-11,66.44000244140625,27700
2021-08-12,66.88999938964844,16700
2021-08-13,66.5199966430664,22000
2021-08-16,65.01000213623047,22800
2021-08-17,64.80999755859375,48600
2021-08-18,64.63999938964844,37000
2021-08-19,64.76000213623047,23700
2021-08-20,64.41999816894531,19600
2021-08-23,64.8499984741211,18800
2021-08-24,65.20999908447266,12700
2021-08-25,65.25,22600
2021-08-26,64.98999786376953,15900
2021-08-27,67.30999755859375,73100
2021-08-30,66.1500015258789,18000
2021-08-31,66.86000061035156,42400
2021-09-01,67.94000244140625,44500
2021-09-02,69.0,49600
2021-09-03,69.91999816894531,38600
2021-09-07,71.70999908447266,181900
2021-09-08,71.73999786376953,72500
2021-09-09,71.76000213623047,55100
2021-09-10,71.2699966430664,54200
2021-09-13,72.16999816894531,102900
2021-09-14,73.04000091552734,105100
2021-09-15,76.72000122070312,306700
2021-09-16,79.97000122070312,311800
2021-09-17,78.56999969482422,923800
2021-09-20,78.2699966430664,130200
2021-09-21,78.58999633789062,128100
2021-09-22,78.0,32700
2021-09-23,79.9800033569336,182800
2021-09-24,81.0,57200
2021-09-27,82.98999786376953,77700
2021-09-28,82.79000091552734,55300
2021-09-29,82.22000122070312,36000
2021-09-30,82.20999908447266,38900
2021-10-01,82.0199966430664,33000
2021-10-04,83.13999938964844,63600
2021-10-05,83.5,83700
2021-10-06,81.93000030517578,37000
2021-10-07,82.72000122070312,84400
2021-10-08,85.80000305175781,49400
2021-10-11,87.86000061035156,59700
2021-10-12,87.72000122070312,57500
2021-10-13,86.95999908447266,56500
2021-10-14,86.7300033569336,32300
2021-10-15,84.41999816894531,24700
2021-10-18,83.47000122070312,56400
2021-10-19,82.94000244140625,17700
2021-10-20,84.0,85300
2021-10-21,83.13999938964844,22200
2021-10-22,83.0,18600
2021-10-25,84.19000244140625,56800
2021-10-26,84.73999786376953,45200
2021-10-27,84.0,56400
2021-10-28,83.97000122070312,24900
2021-10-29,82.04000091552734,109700
2021-11-01,82.3499984741211,28600
2021-11-02,82.5,66400
2021-11-03,81.66000366210938,96900
2021-11-04,81.37000274658203,41500
2021-11-05,81.83999633789062,24500
2021-11-08,82.48999786376953,31100
2021-11-09,82.16000366210938,64300
2021-11-10,79.2699966430664,90900
2021-11-11,79.45999908447266,39100
2021-11-12,79.5,197600
2021-11-15,80.22000122070312,148400
2021-11-16,80.80000305175781,110500
2021-11-17,80.5999984741211,63700
2021-11-18,79.06999969482422,66300
2021-11-19,77.26000213623047,46400
2021-11-22,78.13999938964844,54200
2021-11-23,79.80000305175781,46800
2021-11-24,81.5999984741211,80100
2021-11-26,79.5,148200
2021-11-29,78.63999938964844,44700
2021-11-30,72.98999786376953,357200
2021-12-01,67.12000274658203,138100
2021-12-02,66.51000213623047,141400
2021-12-03,66.01000213623047,97800
2021-12-06,65.01000213623047,68100
2021-12-07,68.30999755859375,112600
2021-12-08,70.38999938964844,45800
2021-12-09,67.37000274658203,49200
2021-12-10,67.18000030517578,45800
2021-12-13,66.55000305175781,75700
2021-12-14,66.88999938964844,43800
2021-12-15,66.69999694824219,80200
2021-12-16,68.93000030517578,130900
2021-12-17,70.16000366210938,366300
2021-12-20,68.4800033569336,90900
2021-12-21,72.45999908447266,47700
2021-12-22,73.75,34200
2021-12-23,71.7699966430664,35400
2021-12-27,75.98999786376953,44000
2021-12-28,76.4000015258789,30400
2021-12-29,76.0999984741211,46900
2021-12-30,73.19000244140625,36300
2021-12-31,72.02999877929688,41700
2022-01-03,75.58000183105469,34200
2022-01-04,78.66000366210938,108800
2022-01-05,76.01000213623047,76000
2022-01-06,77.18000030517578,49500
2022-01-07,76.29000091552734,31200
2022-01-10,76.0,60400
2022-01-11,77.4800033569336,55800
2022-01-12,77.0999984741211,61900
2022-01-13,75.43000030517578,54400
2022-01-14,76.75,55600
2022-01-18,74.51000213623047,44100
2022-01-19,74.20999908447266,71600
2022-01-20,69.69999694824219,56900
2022-01-21,66.56999969482422,65400
2022-01-24,64.95999908447266,182200
2022-01-25,65.11000061035156,177100
2022-01-26,63.689998626708984,79500
2022-01-27,63.90999984741211,70400
2022-01-28,64.44000244140625,65000
2022-01-31,65.44999694824219,87400
2022-02-01,68.37000274658203,218800
2022-02-02,68.79000091552734,32200
2022-02-03,66.95999908447266,47000
2022-02-04,66.94999694824219,44600
2022-02-07,66.73999786376953,28100
2022-02-08,64.69999694824219,42800
2022-02-09,65.44999694824219,19000
2022-02-10,63.880001068115234,62800
2022-02-11,64.0,99100
2022-02-14,62.970001220703125,70400
2022-02-15,64.62000274658203,38300
