Price,Close,Volume
Ticker,ABSI,ABSI
Date,,
2021-07-22,21.59000015258789,2545400
2021-07-23,22.889999389648438,664300
2021-07-26,23.489999771118164,642500
2021-07-27,23.200000762939453,584300
2021-07-28,24.5,1213500
2021-07-29,28.540000915527344,378100
2021-07-30,28.479999542236328,201200
2021-08-02,29.290000915527344,306600
2021-08-03,30.290000915527344,212900
2021-08-04,25.200000762939453,509900
2021-08-05,26.040000915527344,310000
2021-08-06,26.850000381469727,185200
2021-08-09,27.549999237060547,232000
2021-08-10,26.56999969482422,224800
2021-08-11,23.81999969482422,191000
2021-08-12,23.850000381469727,242100
2021-08-13,25.010000228881836,336400
2021-08-16,21.09000015258789,696900
2021-08-17,19.5,551700
2021-08-18,20.520000457763672,263700
2021-08-19,20.5,374800
2021-08-20,22.520000457763672,219400
2021-08-23,22.389999389648438,207500
2021-08-24,22.6200008392334,166500
2021-08-25,19.850000381469727,221100
2021-08-26,21.56999969482422,256600
2021-08-27,19.799999237060547,166900
2021-08-30,18.209999084472656,407900
2021-08-31,18.780000686645508,212100
2021-09-01,18.8799991607666,223900
2021-09-02,19.40999984741211,95300
2021-09-03,20.079999923706055,114400
2021-09-07,17.25,476300
2021-09-08,14.279999732971191,645500
2021-09-09,14.300000190734863,348200
2021-09-10,14.039999961853027,231000
2021-09-13,14.220000267028809,176600
2021-09-14,14.220000267028809,276200
2021-09-15,13.970000267028809,322200
2021-09-16,12.640000343322754,392700
2021-09-17,11.970000267028809,1929800
2021-09-20,10.970000267028809,521400
2021-09-21,10.369999885559082,345400
2021-09-22,11.119999885559082,299800
2021-09-23,11.460000038146973,168300
2021-09-24,11.3100004196167,229200
2021-09-27,11.680000305175781,285900
2021-09-28,10.880000114440918,383800
2021-09-29,11.479999542236328,253600
2021-09-30,11.630000114440918,207000
2021-10-01,12.420000076293945,355800
2021-10-04,10.880000114440918,458000
2021-10-05,11.029999732971191,449000
2021-10-06,11.539999961853027,101600
2021-10-07,10.760000228881836,329400
2021-10-08,10.029999732971191,140400
2021-10-11,9.949999809265137,170600
2021-10-12,10.010000228881836,99800
2021-10-13,10.420000076293945,113600
2021-10-14,10.59000015258789,68300
2021-10-15,10.630000114440918,62700
2021-10-18,10.90999984741211,114700
2021-10-19,11.640000343322754,173200
2021-10-20,11.1899995803833,112100
2021-10-21,11.859999656677246,109100
2021-10-22,11.649999618530273,124500
2021-10-25,11.819999694824219,80400
2021-10-26,12.90999984741211,187800
2021-10-27,13.829999923706055,315900
2021-10-28,14.300000190734863,135000
2021-10-29,14.670000076293945,143100
2021-11-01,15.550000190734863,134900
2021-11-02,16.170000076293945,128200
2021-11-03,17.270000457763672,177600
2021-11-04,17.020000457763672,143200
2021-11-05,16.8799991607666,86300
2021-11-08,18.030000686645508,253300
2021-11-09,14.229999542236328,447200
2021-11-10,12.890000343322754,731000
2021-11-11,12.960000038146973,239200
2021-11-12,11.180000305175781,271900
2021-11-15,11.329999923706055,255500
2021-11-16,12.069999694824219,172600
2021-11-17,12.34000015258789,155100
2021-11-18,11.069999694824219,200500
2021-11-19,11.050000190734863,123000
2021-11-22,10.5,205800
2021-11-23,10.75,158500
2021-11-24,11.239999771118164,128300
2021-11-26,11.010000228881836,102000
2021-11-29,11.020000457763672,223700
2021-11-30,10.550000190734863,141800
2021-12-01,10.489999771118164,148400
2021-12-02,10.5600004196167,188100
2021-12-03,9.859999656677246,217000
2021-12-06,10.239999771118164,302100
2021-12-07,11.010000228881836,149700
2021-12-08,11.489999771118164,150900
2021-12-09,10.5600004196167,160900
2021-12-10,10.180000305175781,131500
2021-12-13,10.5,170900
2021-12-14,10.069999694824219,151500
2021-12-15,10.180000305175781,277100
2021-12-16,9.350000381469727,372900
2021-12-17,9.479999542236328,1966000
2021-12-20,8.979999542236328,441200
2021-12-21,9.0600004196167,486900
2021-12-22,8.8100004196167,351200
2021-12-23,8.670000076293945,352700
2021-12-27,8.289999961853027,172100
2021-12-28,8.100000381469727,266900
2021-12-29,7.880000114440918,197900
2021-12-30,8.600000381469727,444500
2021-12-31,8.199999809265137,372200
2022-01-03,8.329999923706055,342600
2022-01-04,7.710000038146973,316600
2022-01-05,7.039999961853027,512100
2022-01-06,6.139999866485596,632500
2022-01-07,7.190000057220459,43862600
2022-01-10,7.329999923706055,3794000
2022-01-11,7.570000171661377,1150500
2022-01-12,7.239999771118164,825800
2022-01-13,6.739999771118164,954600
2022-01-14,6.639999866485596,822400
2022-01-18,6.610000133514404,977900
2022-01-19,6.800000190734863,975200
2022-01-20,7.139999866485596,1525500
2022-01-21,6.760000228881836,690100
2022-01-24,6.639999866485596,1386000
2022-01-25,6.440000057220459,2333100
2022-01-26,6.489999771118164,913300
2022-01-27,5.869999885559082,1148000
2022-01-28,6.260000228881836,523800
2022-01-31,6.730000019073486,711700
2022-02-01,7.239999771118164,883000
2022-02-02,7.380000114440918,466000
2022-02-03,6.960000038146973,456400
2022-02-04,7.199999809265137,540100
2022-02-07,7.380000114440918,584400
2022-02-08,7.849999904632568,701300
2022-02-09,8.579999923706055,715500
2022-02-10,8.949999809265137,874400
2022-02-11,9.149999618530273,676500
2022-02-14,8.779999732971191,512800
2022-02-15,8.829999923706055,1418500
2022-02-16,8.9399995803833,332300
2022-02-17,8.65999984741211,290200
2022-02-18,8.274999618530273,621200
2022-02-22,8.390000343322754,502800
2022-02-23,7.730000019073486,643800
2022-02-24,8.704999923706055,664200
2022-02-25,9.0600004196167,466800
2022-02-28,9.369999885559082,781300
2022-03-01,9.279999732971191,433300
2022-03-02,9.460000038146973,448800
2022-03-03,8.680000305175781,433400
2022-03-04,8.579999923706055,507200
2022-03-07,8.65999984741211,885400
2022-03-08,8.100000381469727,570800
2022-03-09,8.90999984741211,624900
2022-03-10,9.010000228881836,513100
2022-03-11,9.020000457763672,576900
2022-03-14,7.480000019073486,943100
2022-03-15,8.130000114440918,485900
2022-03-16,8.449999809265137,1156700
2022-03-17,8.869999885559082,981100
2022-03-18,8.34000015258789,5514700
2022-03-21,7.025000095367432,1246700
2022-03-22,7.480000019073486,1136100
2022-03-23,7.53000020980835,1419500
2022-03-24,8.329999923706055,631600
2022-03-25,7.699999809265137,591500
2022-03-28,7.590000152587891,237100
2022-03-29,8.40999984741211,454100
2022-03-30,8.479999542236328,317700
2022-03-31,8.430000305175781,291000
2022-04-01,8.819999694824219,352600
2022-04-04,8.829999923706055,210700
2022-04-05,8.289999961853027,215300
2022-04-06,7.849999904632568,341500
2022-04-07,7.639999866485596,259900
2022-04-08,7.309999942779541,236400
2022-04-11,7.21999979019165,259200
2022-04-12,7.25,222600
2022-04-13,7.690000057220459,228300
2022-04-14,7.449999809265137,457800
2022-04-18,7.440000057220459,158400
2022-04-19,7.760000228881836,193300
2022-04-20,7.860000133514404,258100
2022-04-21,7.289999961853027,304500
2022-04-22,7.170000076293945,165800
2022-04-25,7.360000133514404,229300
